name,ring,quadrant,isNew,description
Vuetify,Adopt,languages-and-frameworks,FALSE,"<p><strong><span data-contrast=""none"">Vuetify</span></strong>&nbsp;<br /><span data-contrast=""none"">Adopt 2018</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Vuetify has a very active development cycle and is patched weekly, responding to community issues and reports at breakneck speed, allowing us to get our hands on bug fixes and enhancements more often. In addition, every major release is accompanied with 18 months of Long-term support for the previous minor version.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""auto"">Since its initial release in 2014, </span><a href=""https://vuejs.org/""><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">Vue.js</span></span></a><span data-contrast=""auto""> has grown to be one of the most popular JavaScript frameworks in the world. One of the reasons for this popularity is the wide use of </span><span data-contrast=""auto"">components</span><span data-contrast=""auto""> which enable developers to create concise modules to be used and re-used throughout their application. UI Libraries are collections of these modules that implement specific style guidelines and provide the necessary tools to build expansive web applications.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
TypeORM,Adopt,languages-and-frameworks,TRUE,"<!-- A comment is visible in the source code only -->
<p><strong><span data-contrast=""none""><span data-ccp-charstyle=""Heading 1 Char"">TypeORM</span></span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559738&quot;:240,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Adopt, 2018</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><a href=""https://github.com/typeorm/typeorm""><strong><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">TypeORM</span></span></strong></a><span data-contrast=""none""> is definitely the most mature Object Relational Mapper (ORM) available in the node.js world. Since it's written in TypeScript, it works pretty well with the Nest framework.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p>&nbsp;<br /><span data-contrast=""none"">TypeORM supports both </span><a href=""https://typeorm.io/active-record-data-mapper#what-is-the-active-record-pattern""><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">Active Record</span></span></a><span data-contrast=""none""> and </span><a href=""https://typeorm.io/active-record-data-mapper#what-is-the-data-mapper-pattern""><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">Data Mapper</span></span></a><span data-contrast=""none""> patterns, unlike all other JavaScript ORMs currently in existence, which means you can write high quality, loosely coupled, scalable, maintainable applications the most productive way</span><span data-contrast=""none"">.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><strong><span data-contrast=""none"">Creating TypeORM Entity classes, and CRUD methods</span></strong><span data-contrast=""none"">&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<ul>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">In the previous section we implemented the main API to the Registrar database. But we referenced several classes that provide the bulk of the functionality.&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">In this application we&rsquo;re using two main features of TypeORM:&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""3"" data-aria-level=""1""><span data-contrast=""none"">Entity classes &mdash; Maps a simple object definition to a database table&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""4"" data-aria-level=""1""><span data-contrast=""none"">Custom repository classes &mdash; Useful API functions for manipulating the database tables&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""5"" data-aria-level=""1""><span data-contrast=""none"">Each Repository class is associated with an Entity class, and its functions therefore manipulate the table associated with that Entity. By implementing a Custom Repository class we will create additional functions.&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li>
</ul>
<p><strong><span data-contrast=""none"">TypeORM Entities&nbsp;</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">In TypeORM an Entity maps between a TypeScript class and a database table. You create an Entity by adding the @Entity() annotation at the top of the class definition, and then for each field in the class adding a @Column (or similar) annotation. Those annotations give TypeORM the information necessary to set up the database table.&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">It appears that we are not to add any functions to the Entity class. Instead we simply add field definitions. Behind the scenes TypeORM must be setting up getter and setter functions, and other support functions.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
Sequalize ORM,Adopt,languages-and-frameworks,FALSE,
Migration with TypeORM,Adopt,Techniques,FALSE,"<p><strong><span data-contrast=""none"">Migration with TypeORM</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><strong><span data-contrast=""none"">Trial</span></strong><strong><span data-contrast=""none"">:</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Database schemas define the structure and interrelations of data managed by relation databases. While it is important to develop a well-thought-out schema at the beginning of your project, evolving requirements make changes to your initial schema difficult or impossible to avoid. And since the schema manages the shape and boundaries of your data, changes must be carefully applied to match the expectations of the application.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Old school way for Migration is to create </span><strong><span data-contrast=""none"">database schema</span></strong><span data-contrast=""none""> scripts manually and run individually. This task becomes very hectic if we have multiple environments like dev, test, uat and production. The main problem with this process is if we forget to run any script then we are in big trouble.&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><strong><span data-contrast=""none"">Adopt</span></strong><strong><span data-contrast=""none"">:</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Migrations are helpful because they allow </span><strong><span data-contrast=""none"">database schemas</span></strong><span data-contrast=""none""> to evolve as requirements change. Migration helps developers plan, validate, and safely apply schema changes to their environments.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Migration help transition database schemas from their current state to a new desired state, whether that involves adding </span><strong><span data-contrast=""none"">table and columns, removing elements, splitting fields, and changing types and constraints.</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Migration manages incremental, often reversible, changes to data structures in a programmatic way.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">We have achieved schema migration with </span><strong><span data-contrast=""none"">TypeOrm</span></strong><span data-contrast=""none"">. TypeOrm is an ORM that can run in NodeJS, Ionic, and React Native and can be used with typescript and JavaScript (ES6, ES7, ES8). Its goal is to always support the latest JavaScript features and provide an additional feature that helps you to develop any kind of application that used databases &ndash; from the small application with a few tables to large-scale enterprise applications with multiple databases.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
Dell Boomi,Assess,Tools,TRUE,"<p>Boomi is the integration platform that intelligently connects your applications and automates your workflows. Dell Boomi AtomSphere is an on-demand multi-tenant cloud integration platform for connecting cloud and on-premises applications and data. It allows companies to easily integrate applications, partners, and customers via the web with a visual designer and a number of pre-configured components. With help of this platform, we can design cloud-based integration processes where we can read, transform and write the data as per the requirements. Boomi&rsquo;s interface operates exactly how you think it should, drag and drop the two apps you want to connect and that&rsquo;s it. In contrast, it is as follows</p>
<ol>
<li><strong>Pick An Action:</strong>&nbsp;The interaction begins by choosing if you want to get a piece of information, send a piece of information, or listen to a piece of information.</li>
<li><strong>Pick A Connection:</strong>&nbsp;Based on the app from which you get the previous action</li>
<li><strong>Pick An Operation:</strong>&nbsp;What do you do when you get this piece of information?</li>
</ol>
<p>Boomi is capable of a number of exciting functions for businesses of all sizes. With the Dell Boomi platform, you have all the tools you would need to create and maintain integrations between two or more end-points.</p>"
Agile,Adopt,Techniques,FALSE,"<p style=""font-weight: 400;"">Agile is an iterative approach to project management and software development that helps teams deliver value to their customers faster and with fewer headaches. Instead of betting everything on a ""big bang"" launch, an agile team delivers work in small, but consumable, increments. Requirements, plans, and results are evaluated continuously so teams have a natural mechanism for responding to change quickly. Agile focuses on continuous releases and incorporating customer feedback with every iteration.</p>"
Ory Kratos,Trial,languages-and-frameworks,TRUE,"<p style=""font-weight: 400;"">Software teams that embrace agile project management methodologies increase their development speed, expand collaboration, and foster the ability to better respond to market trends. We follow the Scrum framework and there are agile ceremonies that helps to manage iterations and deliver a quality product. We usually have following agile ceremonies.</p>"
React Query,Trial,languages-and-frameworks,TRUE,<ul>
Redux toolkit,Trial,languages-and-frameworks,TRUE,"<li><strong>Grooming session (Business Analyst, development team) &ndash;</strong> User story explanation by Business Analyst to development team.</li>"
React Native Expo SDK,Adopt,languages-and-frameworks,FALSE,"<li><strong>Iteration review (Scrum master, development team, product owner and project stakeholders(optional)) &ndash; </strong>Iteration review is time to showcase work of team. Team will demonstrate the work finished within the iteration and get immediate feedback from product owner and stakeholders.</li>"
Day JS,Assess,languages-and-frameworks,TRUE,"<li><strong>Retrospective (Scrum master, development team, product owner) &ndash; </strong><span style=""font-weight: 400;"">Retrospectives help the team understand what worked well and what didn&rsquo;t. </span><span style=""font-weight: 400;"">Use retrospectives to find out what's working so the team can continue to focus on those areas. Also, find out what's not working and use the time to find creative solutions and develop an action plan. Continuous improvement is what sustains and drives development within an agile team, and&nbsp;retrospectives are a key part of that.&nbsp;</span></li>"
Formik,Adopt,languages-and-frameworks,FALSE,For handling the validations 
AWS Amplify,Trial,languages-and-frameworks,TRUE,Realtime Db from AWS
Chakra-UI React,Trial,languages-and-frameworks,TRUE,"<p><strong><span data-contrast=""none"">React Chakra UI</span></strong>&nbsp;<br /><strong><span data-contrast=""none"">Trial 2022</span><span data-ccp-props=""{&quot;134233117&quot;:false,&quot;134233118&quot;:false,&quot;201341983&quot;:0,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559685&quot;:0,&quot;335559737&quot;:0,&quot;335559738&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></strong></p>
<p><span data-contrast=""none"">Chakra UI is a simple, modular and accessible component library that gives you the building blocks you need to build your React applications.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Chakra UI is a modern component library for React. It comes with a set of reusable and composable React components that you may use to create front-end apps. Its power comes from its simplicity, modularity, and accessibility. It can be used to create accessible React apps and to accelerate the development process.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Segun Adebayo designed and built Chakra UI, a sophisticated&nbsp;</span><a href=""https://www.knowledgehut.com/blog/web-development/react-component""><span data-contrast=""none""><span data-ccp-charstyle=""Hyperlink"">React component</span></span></a><span data-contrast=""none"">&nbsp;library for building front-end apps. The Chakra UI comes with concise, easy-to-understand documentation that shows us how to create a reusable component, allowing us to spend less time on the process and more time on other areas of the project.</span><span data-ccp-props=""{&quot;201341983&quot;:1,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:390}"">&nbsp;</span></p>
<p><span data-contrast=""none"">The Chakra-UI GitHub project now has 18.6k stars and 1.5k forks. </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""none"">Chakra UI gives you a lot more styling and customization ability than other React UI libraries like React Bootstrap, Material UI, and so forth.</span><span data-ccp-props=""{&quot;201341983&quot;:1,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:390}"">&nbsp;</span></p>
<p><span data-contrast=""none"">If you like Tailwind CSS, you'll enjoy Chakra UI because it uses the same minimalistic and modular approach as Tailwind CSS.</span><span data-ccp-props=""{&quot;201341983&quot;:1,&quot;335551550&quot;:1,&quot;335551620&quot;:1,&quot;335559739&quot;:160,&quot;335559740&quot;:390}"">&nbsp;</span></p>"
Microservices Architecture,Adopt,Techniques,FALSE,"<p>Microservices architecture is gaining popularity over the monolith due to its benefits for the enterprise applications. Microservices architecture is better way of handling complexity, provides the flexibility to choose the technology that is best fit for the purpose. It enables multiple teams to work parallelly. We can independently deploy only the services that are changed. We have adopted the micro-service architecture with event driven approach. Microservice based applications are more robust as compared to monolithic ones. Microservices split the complexity into multiple services. It requires right choices of design patterns to get the micro-services right. There are lot of things like autoscaling, central logging, distributed tracing, health checks, data aggregation, choreography and orchestration to take care in microservices architecture. Microservices architecture has helped in creating more resilient and robust services.</p>"
Micro front-end,Assess,Techniques,FALSE,"<div><span lang=""EN-US"">After seeing the benefits of introducing microservices we decided to go for micro frontend as having a monolithic frontend will not have full benefits of microservices architecture. Micro frontends provide the similar benefits as of micro services at frontend. We can choose the technology that best fit a module/component. Multiple teams can work in parallel. We can create technology agnostic reusable components. Micro frontends complete the vertical slice and team can own the vertical slice. This way each service can be owned end to end by a single team. We need to keep in mind the challenges of the communication among micro frontends also.</span></div>"
Event Driven Architecture,Adopt,Techniques,FALSE,"<p><strong><span data-contrast=""none"">Event Driven Architecture:</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><strong><span data-contrast=""none"">Trial</span></strong><strong><span data-contrast=""none"">:</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">You&rsquo;ve probably heard of and worked with a microservices architecture. And while you might have used REST as your service communication layer in the past and more and more projects are moving to an event-driven architecture.&nbsp; The main benefits of event-driven systems are asynchronous behavior and loosely coupled structures. For example, instead of requesting data when needed, apps consume them via </span><strong><span data-contrast=""none"">events before the need.&nbsp;</span></strong><span data-contrast=""none""> Therefore, overall app performance increases. On the other hand, keeping coupling loose is one of the main key points of a microservice environment.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">In REST driven approach have few downsides&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><ul><li data-leveltext=""-"" data-font=""Calibri"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559684&quot;:-2,&quot;335559685&quot;:1080,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Calibri&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;-&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">One module waits for response.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li></ul><ul><li data-leveltext=""-"" data-font=""Calibri"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559684&quot;:-2,&quot;335559685&quot;:1080,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Calibri&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;-&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Another module can be down.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li><li data-leveltext=""-"" data-font=""Calibri"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559684&quot;:-2,&quot;335559685&quot;:1080,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Calibri&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;-&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">Network delays decrease performance.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li><li data-leveltext=""-"" data-font=""Calibri"" data-listid=""1"" data-list-defn-props=""{&quot;335552541&quot;:1,&quot;335559684&quot;:-2,&quot;335559685&quot;:1080,&quot;335559991&quot;:360,&quot;469769226&quot;:&quot;Calibri&quot;,&quot;469769242&quot;:[8226],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;-&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""3"" data-aria-level=""1""><span data-contrast=""none"">Other Module can be under heavy load and can respond very late.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li></ul><p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><strong><span data-contrast=""none"">Adopt</span></strong><strong><span data-contrast=""none"">:</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">In Event-driven architecture, when a service performs some piece of work that other services might be interested in, that service produces an </span><strong><span data-contrast=""none"">event (details of the performed action). </span></strong><span data-contrast=""none"">Other</span> <span data-contrast=""none"">services consume those events so that they can perform any of their own tasks needed because of the event.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Benefits of the Event-Driven Microservice Architecture</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><ol><li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:0,&quot;335559684&quot;:-1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769242&quot;:[65533,0],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;%1.&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""1"" data-aria-level=""1""><span data-contrast=""none"">Loosely coupled structure</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li></ol><ol><li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:0,&quot;335559684&quot;:-1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769242&quot;:[65533,0],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;%1.&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""2"" data-aria-level=""1""><span data-contrast=""none"">Complete isolation of the microservices&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li></ol><ol><li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:0,&quot;335559684&quot;:-1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769242&quot;:[65533,0],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;%1.&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""3"" data-aria-level=""1""><span data-contrast=""none"">No Sync REST calls</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li></ol><ol><li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:0,&quot;335559684&quot;:-1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769242&quot;:[65533,0],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;%1.&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""4"" data-aria-level=""1""><span data-contrast=""none"">Asynchronous event-driven functionality&nbsp;</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li></ol><ol><li data-leveltext=""%1."" data-font=""Calibri"" data-listid=""2"" data-list-defn-props=""{&quot;335552541&quot;:0,&quot;335559684&quot;:-1,&quot;335559685&quot;:720,&quot;335559991&quot;:360,&quot;469769242&quot;:[65533,0],&quot;469777803&quot;:&quot;left&quot;,&quot;469777804&quot;:&quot;%1.&quot;,&quot;469777815&quot;:&quot;hybridMultilevel&quot;}"" data-aria-posinset=""5"" data-aria-level=""1""><span data-contrast=""none"">Performance gain</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></li></ol><p><span data-contrast=""none"">Of course, event-driven architecture has drawbacks as well. The most significant drawback and challenge is data and transaction management. Because of their asynchronous nature, event-driven models must carefully handle inconsistent data between services, watch/handle duplicate events, instead supporting eventual consistency which can be more difficult to track and debug.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Even with these drawbacks, an event-driven architecture is usually the better choice for enterprise-level microservice systems.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
React hooks,Assess,languages-and-frameworks,TRUE,
Azure Logic App,Adopt,Tools,FALSE,"<p>Azure Logic Apps is a cloud-based platform for creating and running automated workflows that integrate your apps, data, services, and systems. With this platform, you can quickly develop highly scalable integration solutions for your enterprise and business-to-business (B2B) scenarios. We have used the logic apps to manage the workflows in a microservices architecture. Azure logic apps provide many hundreds of connectors, like Azure blob storage, service bus, office 365 services (such as outlook, excel and SharePoint), database servers such as SQL and Oracle, enterprise systems such as &nbsp;&nbsp;SAP and IBM MQ and many more. Azure logic apps has helped to create variety of workflows with the support of inbuilt connectors.</p>"
Zeebe,Adopt,Tools,FALSE,"<p><strong><span data-contrast=""auto"">Zeebe</span></strong><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""none"">Adopt</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""auto"">Zeebe is a workflow engine from Camunda, designed to meet the scalability requirements of high-performance applications running on cloud-native software architectures and to support workflows that span multiple microservices in low latency, high-throughput scenarios.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p><p><span data-contrast=""auto"">Zeebe can automate workflow on any scale and in any architecture. Zeebe a &ldquo;workflow engine for microservices orchestration&rdquo;, and we have found that Zeebe is particularly well-suited for orchestrating workflows that span multiple microservices. With zeebe we can choose any gRPC-supported programming language to implement your workers and we can also build processes that react to events from Apache Kafka and other messaging platforms.</span><span data-contrast=""none""> Paid support for Zeebe is available via either Camunda Platform 8 Professional or Camunda Platform 8 Enterprise. Customers can choose either plan based on their process automation requirements.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">&nbsp;</span></p>"
